event_name,venue_name,latitude,longitude,date,source,genre,price,url,venue_id,event_id
SIX The Musical,Vaudeville Theatre,51.510546,-0.12265,2026-07-12,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/six-the-musical-london-12-07-2026/event/ZKr9uZKbZL4ZeCNuaZ6AK,KovZ9177MZf,ZKr9uZKbZL4ZeCNuaZ6AK
Hadestown,Lyric Theatre,51.511248,-0.133935,2026-07-12,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/hadestown-london-12-07-2026/event/ZKr9uZKbZL4Ze8-4-Zdau,KovZ9177U3f,ZKr9uZKbZL4Ze8-4-Zdau
The Play That Goes Wrong,Duchess Theatre,51.512118,-0.119732,2026-07-12,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/17YY4-the-play-that-goes-wrong/#perf=17YY4-78N&date=2026-07-12&time=3.00PM,KovZ9177VPf,1AdjZbIGkRDq0wv
Hot Mess: A New Musical,The Other Palace,51.4987242,-0.1421127,2026-07-12,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/hot-mess-a-new-musical-london-12-07-2026/event/Zor9uZKbZL4Zefe5NZ0,KovZ9177HfV,Zor9uZKbZL4Zefe5NZ0
Black Is The Color Of My Voice [Garrick],Garrick Theatre,51.509954,-0.127819,2026-07-12,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/black-is-the-color-of-my-london-12-07-2026/event/Zor9uZKbZL4Ze3x5fZ7,KovZ9177g37,Zor9uZKbZL4Ze3x5fZ7
Magic Mike Live,The Theatre at the Hippodrome Casino,51.511196,-0.129629,2026-07-12,Ticketmaster,Miscellaneous,TBC,https://www.ticketmaster.co.uk/magic-mike-live-london-12-07-2026/event/ZKr9uZKbZL4Ze83obZA1p,KovZ9177Xkf,ZKr9uZKbZL4Ze83obZA1p
DARKSIDE (early show),EartH,51.551041,-0.075203,2026-07-12,Ticketmaster,Rock,TBC,https://www.universe.com/events/darkside-early-show-tickets-RX0L8K?ref=ticketmaster,KovZ9177J_f,LvZ18Qj_Odm3TNZvGYmQr
Super Furry Animals Plus Very Special Guests The Beta Band,Alexandra Palace Park,51.59049,-0.13354,2026-07-12,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/super-furry-animals-plus-very-special-london-12-07-2026/event/1F006383A5FD5862,KovZ91771L7,G5vHZbzCPT4-x
I Am The Avalanche,New Cross Inn,51.475524,-0.03838,2026-07-12,Ticketmaster,Rock,TBC,https://www.universe.com/events/i-am-the-avalanche-tickets-FHT18W?ref=ticketmaster,KovZpZAt6AEA,LvZ18Qj2-IkYBuZZ0zXOd
THE BEST OF ALL WORLDS - UK TOUR 2026 - SAMMY HAGAR,British Airways ARC,51.49641301,-0.21060857,2026-07-12,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/the-best-of-all-worlds-uk-london-12-07-2026/event/37006490FB5DC156,KovZ9177HFf,1AMZk38GkdD9jAp
The Sunday Service w/ Paul Sinha,Up The Creek,51.481328,-0.01077,2026-07-12,Ticketmaster,Comedy,TBC,https://www.universe.com/events/the-sunday-service-w-paul-sinha-tickets-K1PSV7?ref=ticketmaster,KovZpZAtJleA,LvZ18QQhvDVKVjOZ0h-8Q
Oliver!,Gielgud Theatre,51.512019,-0.13324,2026-07-12,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1H4KN-oliver/#perf=1H4KN-156&date=2026-07-12&time=2.30PM,KovZ9177O-7,1ku8vNuNGA2JC-M
Stranger Things: The First Shadow,Phoenix Theatre,51.514387,-0.129497,2026-07-12,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1FHDY-stranger-things-the-first-shadow/#perf=1FHDY-20Q&date=2026-07-12&time=3.00PM,KovZ9177UqV,17uYv0G65IC549H
Electric Heart Surrey,Apps Court Farm,51.403308,-0.394981,2026-07-12,Ticketmaster,Rock,TBC,https://www.universe.com/events/electric-heart-surrey-tickets-95GWC7?ref=ticketmaster,KovZ91771Q0,LvZ18QjnZp-_J88vGUhhK
Sunny Day Real Estate,O2 Forum Kentish Town,51.552039,-0.14193,2026-07-12,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/sunny-day-real-estate-london-12-07-2026/event/3E00643C12637066,KovZ9177AAV,G5dzZ_dY3bMvJ
World Cup: England vs Norway Screening + Free After Party,Jazz Cafe,51.53859,-0.143343,2026-07-12,Ticketmaster,Soccer,TBC,https://www.universe.com/events/world-cup-england-vs-norway-screening-free-after-party-tickets-0RQS8T?ref=ticketmaster,KovZpZAnaJaA,LvZ18Q0WHYZMzZZkXCiuj
Sea Life London - Standard Entry,County Hall,51.50282,-0.119252,2026-07-12,Ticketmaster,Family,TBC,https://attractions.ticketmaster.co.uk/book/1J4YU-TICKETMASTER/#date=2026-07-12,KovZpZAnFkkA,G5vHZ_GiVJl63
London Eye - Standard Experience,The London Eye,51.500992,-0.11735,2026-07-12,Ticketmaster,Family,TBC,https://attractions.ticketmaster.co.uk/book/1J5L6-TICKETMASTER/#date=2026-07-12,KovZ9177wO7,17uOv0G6CLCn0eh
London Dungeon - Standard Entry,The London Dungeon,51.500992,-0.11735,2026-07-12,Ticketmaster,Family,TBC,https://attractions.ticketmaster.co.uk/book/1J544-TICKETMASTER/#date=2026-07-12,KovZ9177wuf,17uOv0G6uh2QyeJ
Madame Tussauds London - Standard Entry,Madame Tussauds London,51.52248,-0.15526,2026-07-12,Ticketmaster,Family,TBC,https://attractions.ticketmaster.co.uk/book/1J3Z8-TICKETMASTER/#date=2026-07-12,KovZ9177YW0,17uOv0G6GE5QPzr
Ramses and the Pharaoh’s Gold: The Exhibition,Neon at Battersea Power Station,51.48187751,-0.14214313,2026-07-12,Ticketmaster,Family,TBC,https://www.universe.com/events/ramses-and-the-pharaoh-s-gold-the-exhibition-tickets-V64RDY?ref=ticketmaster,KovZ9177NOV,LvZ18QjyotUZAAYZv7_vD
Chessington World of Adventures - 1 Day Entry,Chessington World of Adventures,51.35503,-0.31189,2026-07-12,Ticketmaster,Family,TBC,https://attractions.ticketmaster.co.uk/book/1H3H8-TICKETMASTER/#date=2026-07-12,KovZ9177w3V,17uOv0G65ntW3t8
Thorpe Park Resort - One Day Entry,Thorpe Park,51.40752,-0.50856,2026-07-12,Ticketmaster,Family,TBC,https://attractions.ticketmaster.co.uk/book/1FDAA-TICKETMASTER/#date=2026-07-12,KovZ9177w30,1AUZk8YGkd7Uklj
Generations Day Party Brunch,Soul Mama Islington,51.534184,-0.106126,2026-07-12,Ticketmaster,N/A,TBC,https://www.universe.com/events/generations-day-party-brunch-tickets-CG7N5K?ref=ticketmaster,KovZ9177ga7,LvZ18Q-l0fSSx_ZZzQYds
Sunday Day - Wireless 2026,Finsbury Park,51.564635,-0.105881,2026-07-12,Ticketmaster,Undefined,TBC,https://www.ticketmaster.co.uk/sunday-day-wireless-2026-london-12-07-2026/event/37006381A4998748,KovZ9177Xaf,1AMZkCvGke0JbqF
Mamma Mia! The Party,The O2,51.501581,0.005519,2026-07-12,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1GY5A-mamma-mia-the-party/#perf=1GY5A-14Z&date=2026-07-12&time=12.00PM,KovZ9177PFf,1AdfZ_eGkDnm9z-
Sunday Soul Sessions,"Boisdale, Canary Wharf",51.505252,-0.022271,2026-07-12,Ticketmaster,R&B,TBC,https://www.universe.com/events/sunday-soul-sessions-tickets-QYBFXS?ref=ticketmaster,KovZpZAnvalA,LvZ18Qj5u-AQHgZZP6DM_
CHAT NOIR!,The Lost Estate,51.4905226,-0.20485809,2026-07-12,Ticketmaster,Variety,TBC,https://theatre.ticketmaster.co.uk/book/1HHV2-chat-noir/#perf=1HHV2-11G&date=2026-07-12&time=12.45PM,KovZ9177NN7,17u8v0G6uJQukXl
Harry Potter and the Cursed Child - Parts 1 & 2 Sun 13:00 & 18:00,Palace Theatre,51.5131668,-0.1297073,2026-07-12,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/17YYA-harry-potter-and-the-cursed-child/#perf=17YYA-796&date=2026-07-12&time=1.00PM,KovZ9177gU0,1AdjZbsGkiuEN6j
Shakespeare's Globe - a Midsummer Night's Dream,"Globe Theatre, Shakespeare's Globe",51.508111,-0.096597,2026-07-12,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1HM7N-a-midsummer-nights-dream-26s/#perf=1HM7N-1Q&date=2026-07-12&time=1.00PM,KovZ9177tu7,1AgZk3eGkeMW7Vd
Amex Presents BST Hyde Park - Lewis Capaldi - Ultimate Bar Packages,Hyde Park,51.507432,-0.165708,2026-07-12,Ticketmaster,Undefined,TBC,https://www.ticketmaster.co.uk/amex-presents-bst-hyde-park-lewis-london-12-07-2026/event/3700632CB49D1429,KovZ9177gxV,1AdjZbwGkwVEo8t
Abba Voyage - VIP Premium Package,ABBA Arena,51.53327366,-0.01362306,2026-07-12,Ticketmaster,Pop,TBC,https://theatre.ticketmaster.co.uk/book/1H8DJ-abba-voyage-admissions/#perf=1H8DJ-E8T&date=2026-07-12&time=1.00PM,KovZ9177E07,16dfZ_djgG7gtfG
Faulty Towers the Dining Experience,President Hotel,51.52226825,-0.12395745,2026-07-12,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1GLTR-faulty-towers-the-dining-experience-in-londons-west-end-2024/#perf=1GLTR-192&date=2026-07-12&time=1.30PM,KovZ9177057,17u8v0G65CrE3qM
Matilda The Musical,Cambridge Theatre,51.51351,-0.126407,2026-07-12,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1FY3Y-matilda-the-musical/#perf=1FY3Y-36L&date=2026-07-12&time=2.00PM,KovZ9177gdV,1AdjZbSGkDNHBtU
Titanique,Criterion Theatre,51.509707,-0.133724,2026-07-12,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/titanique-london-12-07-2026/event/ZKr9uZKbZL4ZeorGbZea-,KovZ9177AZ0,ZKr9uZKbZL4ZeorGbZea-
My Neighbour Totoro,Gillian Lynne Theatre,51.51429,-0.119645,2026-07-12,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1G7HA-my-neighbour-totoro/#perf=1G7HA-15I&date=2026-07-12&time=2.00PM,KovZ9177UbV,1adjZbgrp8JZd261
Belle Livingstone's 58th Street Country Club,Belle Livingstone's 58th Street Country Club,51.47289512,-0.06736413,2026-07-12,Ticketmaster,Jazz,TBC,https://theatre.ticketmaster.co.uk/book/1HBYR-58th-street/#perf=1HBYR-12N&date=2026-07-12&time=7.00PM,KovZ9177-fV,17u8v0G6uMiGptB
The Comedy Store Players - Sunday 12th July,The Comedy Store,51.50998051,-0.13233095,2026-07-12,Ticketmaster,Comedy,TBC,https://www.universe.com/events/the-comedy-store-players-sunday-12th-july-tickets-6KRC57?ref=ticketmaster,KovZ91777y7,LvZ18Qh6vC8ZNWOZVQwvb
Rumours of Fleetwood Mac,Watford Colosseum,51.658974,-0.403457,2026-07-12,Ticketmaster,Undefined,TBC,https://www.ticketmaster.co.uk/rumours-of-fleetwood-mac-watford-12-07-2026/event/37006330AECC8BFF,KovZ9177Mzf,1AMZkGYGkemSFRT
Afrobeats & Bashment City Party,LA Lounge,51.504592,0.017563,2026-07-12,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/London/LA-Lounge/Afrobeats--Bashment-City-Party/42587544/,92450,42587544
Central London Pub Crawl - Every Sunday,The Munster Tavern,51.5109327,-0.1294377,2026-07-12,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/London/The-Munster-Tavern/Central-London-Pub-Crawl---Every-Sunday/42561449/,131898,42561449
Rooftop Summer Party,Brixton Storeys,51.4615506,-0.1149515,2026-07-12,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/London/Brixton-Storeys/Rooftop-Summer-Party/42567626/,111775,42567626
Dance For Stevie Summer Cruise,The Dutchmaster   Tower Millenium Pier,51.5079187,-0.0783053,2026-07-12,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/London/The-Dutchmaster---Tower-Millenium-Pier/Dance-For-Stevie-Summer-Cruise/41798661/,101956,41798661
SOUL VANGUARD SUNDAY Rooftop Party at Big Chill Kings Cross,Big Chill House,51.5305763,-0.1207038,2026-07-12,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/London/Big-Chill-House/SOUL-VANGUARD-SUNDAY-Rooftop-Party-at-Big-Chill-Kings-Cross/42497687/,36084,42497687
Sidney Charles (All Day Long),LDN EAST,51.5190133,0.0037307,2026-07-12,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/London/LDN-EAST/Sidney-Charles-All-Day-Long/42459908/,109726,42459908
Sunday Specials: Afrospin,Rollernation ,51.59482,-0.070397,2026-07-12,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/London/Rollernation-/Sunday-Specials-Afrospin/42505325/,97560,42505325
Frameless Gift Card Redemption,Marble Arch Place,51.51366919,-0.15964317,2026-07-12,Ticketmaster,Undefined,TBC,https://www.ticketmaster.co.uk/frameless-gift-card-redemption-london-12-07-2026/event/3500638F9F983F02,KovZ9177JdV,1AdfZbzGkXLJdHe
Twist Museum - London's Home of Illusions PEAK,Twist Museum,51.51539505,-0.14319582,2026-07-12,Ticketmaster,Family,TBC,https://www.universe.com/events/twist-museum-londons-home-of-illusions-peak-tickets-DHN4JT?ref=ticketmaster,KovZ9177BiV,LvZ18Q_YEp3eVSYZv838b
Lifehouse - Best of Acoustic,Bush Hall,51.506574,-0.231579,2026-07-12,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/lifehouse-best-of-acoustic-london-12-07-2026/event/1F00649BA2452F5C,KovZpZAn1AAA,G5vHZ_amxo3Wj
Sirens: The Concert Series,Emerald Theatre,51.5099107,-0.11828309,2026-07-12,Ticketmaster,N/A,TBC,https://www.universe.com/events/sirens-the-concert-series-tickets-NVK7FD?ref=ticketmaster,KovZ9177-WV,LvZ18QxZtAsjI28ZvR4q0
The Simon & Garfunkel Story,Dominion Theatre,51.516971,-0.129679,2026-07-12,Ticketmaster,Other,TBC,https://www.ticketmaster.co.uk/the-simon-garfunkel-story-london-12-07-2026/event/Zor9uZKbZL4Ze3ObaZd,KovZ9177nE7,Zor9uZKbZL4Ze3ObaZd
Jinkx Monsoon: Speaking of Witch,Theatre Royal Drury Lane,51.513008,-0.120258,2026-07-12,Ticketmaster,Performance Art,TBC,https://www.ticketmaster.co.uk/jinkx-monsoon-speaking-of-witch-london-12-07-2026/event/3700649EED3482CF,KovZ9177Uaf,1AdjZ_aGkDcuF52
Arcade Nights Every Sunday @ NQ64 Shoreditch,NQ64 Shoreditch,51.5261005,-0.0852294,2026-07-12,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/London/NQ64-Shoreditch/Arcade-Nights-Every-Sunday--NQ64-Shoreditch/42561706/,124865,42561706
Mamma Mia!,Novello Theatre,51.511933,-0.119423,2026-07-13,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/mamma-mia-london-13-07-2026/event/ZKr9uZKbZL4Ze3A4LZekG,KovZ9177-K0,ZKr9uZKbZL4Ze3A4LZekG
Disney's Hercules,Theatre Royal Drury Lane,51.513008,-0.120258,2026-07-13,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1GVLR-disneys-hercules/#perf=1GVLR-12Q&date=2026-07-13&time=7.30PM,KovZ9177Uaf,1AdjZbUGkzCVn63
The Boy Who Harnessed The Wind,sohoplace,51.515607,-0.130436,2026-07-13,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1HNA0-the-boy-who-harnessed-the-wind/#perf=1HNA0-2I&date=2026-07-13&time=7.30PM,KovZ9177-AV,1AgZkoaGkenf7-_
Glengarry Glen Ross,The Old Vic,51.5019366,-0.1090443,2026-07-13,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/glengarry-glen-ross-london-13-07-2026/event/Z3r9uZKbZL4Ze3x2dZeF,KovZ9177gVf,Z3r9uZKbZL4Ze3x2dZeF
The Devil Wears Prada,Dominion Theatre,51.516971,-0.129679,2026-07-13,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1FWNE-the-devil-wears-prada/#perf=1FWNE-19Z&date=2026-07-13&time=7.30PM,KovZ9177nE7,1AdbZbSGkDk2aab
Hamilton,Victoria Palace Theatre,51.497012,-0.142382,2026-07-13,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/hamilton-london-13-07-2026/event/ZKr9uZKbZL4Ze3eNbZek0,KovZ9177-QV,ZKr9uZKbZL4Ze3eNbZek0
Heathers The Musical,The Arts at Marble Arch,51.51329,-0.159855,2026-07-13,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1J38C-heathers-the-musical/#perf=1J38C-6&amp;date=2026-07-13&amp;time=7.30PM?ref=tm_marketing_shell_event,KovZ9177H8V,17uYv0G6558r3-2
Cyrano de Bergerac,Noel Coward Theatre,51.5142805,-0.1284654,2026-07-13,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1HUCK-cyrano-de-bergerac/#perf=1HUCK-X&date=2026-07-13&time=7.30PM,KovZ9177OEf,17u8v0G65rt6NOa
AVENUE Q,Shaftesbury Theatre,51.516285,-0.126119,2026-07-13,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1HMDJ-avenue-q/#perf=1HMDJ-3N&date=2026-07-13&time=7.30PM,KovZ9177Ut0,1AMZkuJGkegPgrS
Beetlejuice,Prince Edward Theatre,51.513763,-0.130964,2026-07-13,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1HM82-beetlejuice/#perf=1HM82-1Q&date=2026-07-13&time=7.30PM,KovZ9177xp7,1AdfZbgGkBi4bej
The Mousetrap,St Martin's Theatre,51.512848,-0.127672,2026-07-13,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/the-mousetrap-london-13-07-2026/event/Z3r9uZKbZL4Zef7CNZde,KovZ9177-37,Z3r9uZKbZL4Zef7CNZde
Les Misérables,Sondheim Theatre,51.512116,-0.133106,2026-07-13,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/les-miserables-london-13-07-2026/event/ZKr9uZKbZL4Zeo-b6ZeAN,KovZ9177OX7,ZKr9uZKbZL4Zeo-b6ZeAN
FRAMELESS 2026,Marble Arch Place,51.51366919,-0.15964317,2026-07-13,Ticketmaster,Undefined,TBC,https://www.universe.com/events/frameless-2026-tickets-Q8YGSX?ref=ticketmaster,KovZ9177JdV,LvZ18Q3v-ymmrPOZvNUFF
System Of A Down,Tottenham Hotspur Stadium,51.600819,-0.06787,2026-07-13,Ticketmaster,Metal,TBC,https://www.ticketmaster.co.uk/system-of-a-down-london-13-07-2026/event/350062D0E7007D07,KovZ9177OxV,17u8vxG6udEZ6V6
Steatopygous,New Cross Inn,51.475524,-0.03838,2026-07-13,Ticketmaster,N/A,TBC,https://www.universe.com/events/steatopygous-tickets-VJ7DR0?ref=ticketmaster,KovZpZAt6AEA,LvZ18QOpPX_wT48ZzCwOa
Strangers In The City x Windrush 1027 Rum | Cocktail Masterclass,Soul Mama Islington,51.534184,-0.106126,2026-07-13,Ticketmaster,N/A,TBC,https://www.universe.com/events/strangers-in-the-city-x-windrush-1027-rum-cocktail-masterclass-tickets-6F7HXQ?ref=ticketmaster,KovZ9177ga7,LvZ18QNPXpV2jmYZzJ96o
The Producers,Garrick Theatre,51.509954,-0.127819,2026-07-13,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1H2AJ-the-producers/#perf=1H2AJ-105&date=2026-07-13&time=7.00PM,KovZ9177g37,1AMZkufGkd1nb8y
Arcadia,Duke of Yorks Theatre,51.510174,-0.127522,2026-07-13,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/arcadia-london-13-07-2026/event/Zor9uZKbZL4ZefdeAZh,KovZ9177gGV,Zor9uZKbZL4ZefdeAZh
To Kill A Mockingbird,Wyndham's Theatre,51.511067,-0.128249,2026-07-13,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1HV64-to-kill-a-mockingbird/#perf=1HV64-M&date=2026-07-13&time=7.00PM,KovZ9177-OV,17u8v0G65hW-EfS
Alewya,The Lower Third,51.515497,-0.129112,2026-07-13,Ticketmaster,R&B,TBC,https://www.ticketmaster.co.uk/alewya-london-13-07-2026/event/350064B6CF955065,KovZ9177PP7,17u8v0G65h2P4vP
The Oresteia,Bridge Theatre,51.4992073,-0.0880061,2026-07-13,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/the-oresteia-london-13-07-2026/event/Z3r9uZKbZL4Ze3x2vZdr,KovZ9177Lr7,Z3r9uZKbZL4Ze3x2vZdr
Concert for Mental Health: Harry Mack,Jazz Cafe,51.53859,-0.143343,2026-07-13,Ticketmaster,Hip-Hop/Rap,TBC,https://www.universe.com/events/concert-for-mental-health-harry-mack-tickets-D67SNW?ref=ticketmaster,KovZpZAnaJaA,LvZ18QLwenLAlKZZ0A4vR
Lifehouse - Best of Acoustic,O2 Shepherds Bush Empire,51.503525,-0.224435,2026-07-13,Ticketmaster,Rock,TBC,https://www.ticketmaster.co.uk/lifehouse-best-of-acoustic-london-13-07-2026/event/3E0064A5B8A83F3E,KovZ9177AO7,G5dzZ_1pzndHX
Cabaret,Playhouse Theatre,51.506975,-0.123719,2026-07-13,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/cabaret-london-13-07-2026/event/ZKr9uZKbZL4Ze310LZeeL,KovZ9177gz7,ZKr9uZKbZL4Ze310LZeeL
Phantom of the Opera,His Majesty's Theatre,51.508133,-0.132044,2026-07-13,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1FU7R-the-phantom-of-the-opera/#perf=1FU7R-336&date=2026-07-13&time=7.30PM,KovZ9177gO0,1AMZkGUGkdDZntu
"Oh, Mary!",Trafalgar Theatre,51.5048,-0.12651,2026-07-13,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/oh-mary-london-13-07-2026/event/Z3r9uZKbZL4Ze33ONZFv,KovZ9177V_V,Z3r9uZKbZL4Ze33ONZFv
The Book Of Mormon,Prince of Wales Theatre,51.510009,-0.131809,2026-07-13,Ticketmaster,Theatre,TBC,https://theatre.ticketmaster.co.uk/book/1GZHW-the-book-of-mormon/#perf=1GZHW-16R&date=2026-07-13&time=7.30PM,KovZ9177OH0,17u8v0G65IKnhMU
Old Rope - Monday 13th July,The Comedy Store,51.50998051,-0.13233095,2026-07-13,Ticketmaster,Comedy,TBC,https://www.universe.com/events/old-rope-monday-13th-july-tickets-H0FBC2?ref=ticketmaster,KovZ91777y7,LvZ18QhkXwYcuI8ZHvd2k
1536,Ambassadors Theatre,51.513006,-0.128026,2026-07-13,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/1536-london-13-07-2026/event/Z3r9uZKbZL4Ze3bd5Zd1,KovZ9177xH7,Z3r9uZKbZL4Ze3bd5Zd1
Moulin Rouge! The Musical,Piccadilly Theatre,51.5110543,-0.1353998,2026-07-13,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/moulin-rouge-the-musical-london-13-07-2026/event/ZKr9uZKbZL4ZeCOjfZk70,KovZ9177Urf,ZKr9uZKbZL4ZeCOjfZk70
Relics,Lyric Theatre Hammersmith,51.492895,-0.226795,2026-07-13,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/relics-london-13-07-2026/event/Zor9uZKbZL4Ze38NdZq,KovZ9177UoV,Zor9uZKbZL4Ze38NdZq
The Truth,Apollo Theatre,51.511248,-0.133935,2026-07-13,Ticketmaster,Theatre,TBC,https://www.ticketmaster.co.uk/the-truth-london-13-07-2026/event/Z3r9uZKbZL4Ze3OppZe7,KovZ9177Eif,Z3r9uZKbZL4Ze3OppZe7
Arcade Nights Every Monday @ NQ64 Shoreditch,The Shoreditch Bar,51.525829,-0.078012,2026-07-13,Skiddle,N/A,TBC,https://www.skiddle.com/whats-on/London/The-Shoreditch-Bar/Arcade-Nights-Every-Monday--NQ64-Shoreditch/42492259/,81758,42492259
